timestamp,cloud_cost,incident_count,deployment_count,active_users
2025-12-07,4082.596219638176,14,67,39784.26564176132
2025-12-14,4004.989707526489,10,78,36307.372137885664
2025-12-21,4250.727938820033,11,85,39544.052497836004
2025-12-28,4199.410742000365,8,80,39907.5731745584
2026-01-04,4246.772023209158,13,70,38182.99966339199
2026-01-11,4391.690692688704,15,80,38094.76344549656
2026-01-18,4171.554218802749,14,65,38109.36214641639
2026-01-25,4314.137092623656,20,78,38157.33135575847
2026-02-01,4209.825510213944,15,61,35996.84665173302
2026-02-08,4284.954105621449,17,64,38677.78596732949
2026-02-15,4297.075350208926,17,66,35613.75021163149
2026-02-22,4288.540460623233,16,59,38247.682830327074
2026-03-01,4630.049160340372,16,73,37811.669879444984
2026-03-08,4180.29556714729,15,70,37933.34873443698
2026-03-15,4363.876891595481,17,63,37985.3112705169
2026-03-22,4224.0572147404455,15,64,36302.86665253454
2026-03-29,4250.29585177854,7,73,40324.97608964823
2026-04-05,4190.075973837708,14,71,36392.870896773595
2026-04-12,4478.918844233842,8,73,40754.694736122605
2026-04-19,4248.90124327126,13,65,39008.69313919289
2026-04-26,4733.763228713712,18,45,39646.76760528794
2026-05-03,4116.230032031898,13,70,38919.74751766068
2026-05-10,4681.933581779936,10,57,41001.74169652179
2026-05-17,4150.803671569409,13,64,38374.55487550948
2026-05-24,3250.7602057259296,7,55,40609.55865308014
2026-05-31,3354.3335855411633,12,69,40997.76241708451
2026-06-07,3375.9784451270193,15,68,42128.73351605413
2026-06-14,3249.071181471444,11,67,40359.59227276387
2026-06-21,3285.3502441511523,6,60,42780.80535886833
2026-06-28,3573.1472096091456,8,72,39965.07269188423
2026-07-05,3348.4419827227775,6,65,40731.73981578143
2026-07-12,3527.527530123179,7,72,38428.44354967708
2026-07-19,3731.6141756704174,9,79,39878.64100854201
2026-07-26,3341.7225312104083,9,80,42404.723611722366
2026-08-02,3466.9519317160266,2,54,42389.29963413906
2026-08-09,3787.7216783545314,8,88,37335.373033107666
2026-08-16,3518.0353128449115,8,74,40856.54489738356
2026-08-23,3571.8593302848512,9,73,42869.10081234557
2026-08-30,3786.8501207608515,6,68,41301.94319884316
2026-09-06,3532.7642602472833,9,63,44163.49008692991
2026-09-13,3801.138505795997,13,65,42453.825765916175
2026-09-20,3831.62851494582,4,70,41064.15901706303
2026-09-27,3631.2974210032953,8,60,41517.21445402412
2026-10-04,3574.7315065436414,9,67,40161.968984114625
2026-10-11,3425.517278672847,6,68,40929.435120607
2026-10-18,3948.570756638067,3,77,40491.48558257522
2026-10-25,3660.0819897421916,12,59,42574.34156205887
2026-11-01,3655.997970107625,13,64,39939.91154572688
2026-11-08,3500.588531993285,14,79,42072.29047836033
2026-11-15,3931.7474170506457,11,75,41217.07084252599
2026-11-22,3752.8406402581663,6,85,41855.00863147155
2026-11-29,3785.4234538493315,4,61,42395.42431763698
2026-12-06,3676.026555573249,8,70,41084.78925144887
2026-12-13,3850.1310867216175,10,73,40675.127595227284
2026-12-20,3864.1539248475788,6,83,42032.999091784775
2026-12-27,3732.6893536079997,11,64,40767.27245942713
2027-01-03,2150.75147110079,6,36,23345.263795319912
