timestamp,cloud_cost,incident_count,deployment_count,active_users
2025-03-20,525.9872157815076,1,11,5666.3120518507685
2025-03-21,422.2950796471845,2,10,5114.889314074621
2025-03-22,510.96427940785,2,8,5020.113856320172
2025-03-23,540.0778507978094,2,8,5056.1083617605855
2025-03-24,596.3912728817945,0,7,5758.513020386856
2025-03-25,496.85740815353296,4,15,4739.268732034457
2025-03-26,482.62058734505257,1,7,5772.980482918612
2025-03-27,498.2317637329817,0,12,5221.846229021794
2025-03-28,569.3640702198088,2,13,5037.760130685851
2025-03-29,540.3058682401859,2,13,6369.791812753148
2025-03-30,497.6546509913463,3,12,4592.893560999193
2025-03-31,550.0803812578625,2,16,4945.242168227471
2025-04-01,529.5452354920934,0,8,4507.241170541457
2025-04-02,573.3979559738324,2,7,5601.059517504024
2025-04-03,490.1374001758169,2,7,5970.794741174262
2025-04-04,509.1312959622927,3,8,5962.533407163225
2025-04-05,506.18334405806974,2,13,5740.918135146391
2025-04-06,452.8873527305683,2,5,5031.505266787889
2025-04-07,541.1434624128996,0,9,4949.0667540534305
2025-04-08,539.6645605911618,3,7,4297.4740986638035
2025-04-09,527.141818236787,3,15,6152.3674946142155
2025-04-10,515.4311371584031,4,7,5370.291508210036
2025-04-11,456.6663051471363,0,4,4891.195758813544
2025-04-12,506.67692453388565,4,12,5802.574397854252
2025-04-13,510.8478132683117,0,7,4653.535437093251
2025-04-14,488.14402405606586,2,9,5344.600454697071
2025-04-15,520.467950356343,1,13,5056.346612552799
2025-04-16,549.0091272028668,2,8,5463.3714917508505
2025-04-17,623.390227845163,2,7,5113.617894330122
2025-04-18,538.084171848725,0,13,4421.312460480052
2025-04-19,542.5071491657678,2,13,5185.936334483166
2025-04-20,526.1816822638178,4,11,5673.951961198311
2025-04-21,434.23976570967073,1,14,5136.283429446121
2025-04-22,529.1269811246585,2,13,5539.82093528014
2025-04-23,533.7385338166673,3,12,4630.870373761053
2025-04-24,654.1634773663768,0,7,5141.8764620756365
2025-04-25,521.6576719255529,2,8,4844.123373278757
2025-04-26,546.6274357037863,1,13,5531.2407629878835
2025-04-27,530.08882852434,0,11,5174.867866179009
2025-04-28,473.6648635511222,1,9,5505.530665328801
2025-04-29,589.5142545803463,3,12,5705.720782351909
2025-04-30,570.2441139114306,1,16,5509.046598946154
2025-05-01,572.4734080517409,2,10,5301.168270644765
2025-05-02,487.7267863823481,1,12,4666.874666354723
2025-05-03,603.6102230913866,5,8,5165.959482389458
2025-05-04,463.65230282746415,1,11,4902.179078827475
2025-05-05,563.3620590795882,4,9,4998.06404359576
2025-05-06,643.8163341025703,2,14,4984.200688685231
2025-05-07,485.0410849780335,0,11,4682.8767187817175
2025-05-08,506.5273631769259,1,18,4195.541953718328
2025-05-09,540.0991663339431,3,10,4841.511466233922
2025-05-10,510.2171637962476,2,6,5273.644458472367
2025-05-11,458.13212337124753,3,8,4504.2379519090255
2025-05-12,539.3677920873521,3,11,5187.539334971066
2025-05-13,483.0988060832421,1,9,6131.204171003219
2025-05-14,560.1679617238029,0,5,5693.969978586339
2025-05-15,490.7914769028503,1,12,6005.584197632967
2025-05-16,614.5337572879141,4,7,5380.749123651548
2025-05-17,498.1487208427218,2,8,5770.311838790891
2025-05-18,521.4826580717464,4,15,4825.946304176257
2025-05-19,578.5359431730102,3,14,4867.130278011642
2025-05-20,476.5912149053256,2,8,3821.10205056638
2025-05-21,549.7817758797264,3,5,5785.11663276875
2025-05-22,604.0402652861379,2,4,5963.577627770025
2025-05-23,458.5833142664517,2,7,4918.19875729893
2025-05-24,548.4635173436249,2,8,5069.183268886431
2025-05-25,552.5003125519274,3,6,4820.5998073520495
2025-05-26,578.8716648508682,1,19,5390.229382048759
2025-05-27,478.2073341405952,2,8,5762.740621074117
2025-05-28,474.3063874527821,3,8,4330.260103594459
2025-05-29,566.7006448103374,2,7,5407.737097968588
2025-05-30,555.7271486136484,0,7,5066.053688900372
2025-05-31,553.6769058917795,1,12,5262.458512855773
2025-06-01,558.7490222718309,2,7,5436.630059822057
2025-06-02,507.6997241405542,2,6,5114.4035817109825
2025-06-03,553.5879935000255,1,14,5158.083116506986
2025-06-04,556.903280729406,0,5,5104.31070154504
2025-06-05,506.8064345856501,5,8,5697.778128328982
2025-06-06,636.0870794667029,2,13,5423.371749611073
2025-06-07,566.764348377551,1,11,5325.655280528488
2025-06-08,483.7818758943257,2,6,4581.25939322615
2025-06-09,576.4490796086462,0,8,5028.817124278196
2025-06-10,495.1616640880852,2,5,5668.813318166844
2025-06-11,583.5243262090705,1,8,5239.698766671701
2025-06-12,602.3742233948146,3,10,5551.987957016791
2025-06-13,503.6846769493555,4,11,6106.849864498521
2025-06-14,593.1619477516538,2,8,5744.2687410515955
2025-06-15,565.906536058759,0,15,5272.916617409542
2025-06-16,586.6448461341552,2,7,4972.21460557429
2025-06-17,640.6558356896246,2,12,3952.3061347566872
2025-06-18,533.8211291792803,3,10,5146.260213660693
2025-06-19,508.6780751840459,5,9,5068.818169101178
2025-06-20,502.1635103431408,2,9,5428.379256319773
2025-06-21,506.12306599864166,3,9,5157.615287747224
2025-06-22,543.332843198705,3,6,5075.747113628654
2025-06-23,564.5198758327389,2,17,4347.6119202059235
2025-06-24,561.5711654809043,5,11,4768.699212996984
2025-06-25,589.3701363887011,2,10,5478.380390084778
2025-06-26,548.9354169532918,5,7,6099.380427363329
2025-06-27,621.2363746397589,0,9,5194.035662036653
2025-06-28,535.6011775424918,1,6,5408.075632809009
2025-06-29,685.1168259563672,1,7,5721.780916610834
2025-06-30,580.666083437633,2,7,4841.466612146789
2025-07-01,506.7991866510651,1,13,5431.692344002117
2025-07-02,496.38678799132026,1,11,4879.4120113058
2025-07-03,574.3293820790317,0,9,5683.4410258298685
2025-07-04,539.3069704730765,3,9,5328.102072672712
2025-07-05,586.4544828664702,3,10,5402.998197800047
2025-07-06,574.6906878130394,0,13,4863.8447342125155
2025-07-07,547.6617093740151,1,12,5610.031954839686
2025-07-08,509.237817525935,2,7,6300.243977762284
2025-07-09,476.1094906175586,5,13,4755.303411545156
2025-07-10,529.8004526709974,1,12,5090.75149754798
2025-07-11,595.2204884130186,3,10,5377.806480568271
2025-07-12,563.3795843258517,0,5,5656.577591594616
2025-07-13,490.6623066062387,2,15,4984.973085064456
2025-07-14,561.8826402568938,1,8,3849.602824750303
2025-07-15,572.7638113732731,1,10,5947.08445901617
2025-07-16,509.5794189992712,2,13,5649.114513838711
2025-07-17,561.7328945291008,2,10,4398.759430915789
2025-07-18,557.231423576621,1,13,4967.820542381826
2025-07-19,497.4468211852864,1,13,6057.06789514775
2025-07-20,572.7590525167284,1,8,5998.246631725504
2025-07-21,583.1832592402224,1,10,5745.040175948526
2025-07-22,609.5709435030711,3,3,5189.035689741605
2025-07-23,608.382832368549,2,10,5319.9573582402745
2025-07-24,487.0836097914459,5,14,5214.372488383439
2025-07-25,509.3501746160408,1,7,5845.3270246934035
2025-07-26,582.2675383947266,3,12,4844.657671923913
2025-07-27,582.4794210024006,2,11,4881.050789841849
2025-07-28,582.816856194589,3,6,5790.459652814441
2025-07-29,749.9753948345193,3,13,5264.513373753135
2025-07-30,586.1576942589381,3,12,5977.299521348303
2025-07-31,614.6657991558063,0,13,4953.681482243609
2025-08-01,605.8619537439331,3,12,5263.420147676952
2025-08-02,591.0057765570594,2,16,4830.974577536871
2025-08-03,542.9471001822488,1,4,5297.234152783114
2025-08-04,596.933371861426,2,13,4555.651085684414
2025-08-05,520.6179985323806,3,13,5052.479585818815
2025-08-06,547.6926773447555,0,8,4579.541105944721
2025-08-07,535.5397787127972,2,16,5646.001397116892
2025-08-08,564.1760114960651,0,11,5658.706192513571
2025-08-09,676.089581282921,0,8,4436.651899504055
2025-08-10,467.2677417421547,2,12,5970.097879608997
2025-08-11,595.2183593129644,1,12,6553.23431218112
2025-08-12,480.54390465725265,0,8,5328.901684451846
2025-08-13,537.8574533497601,1,9,4986.713103083836
2025-08-14,616.1759249100967,2,8,6720.807270810165
2025-08-15,565.2167444389981,3,16,4650.5294682698695
2025-08-16,508.3898530102562,4,9,5321.438692968157
2025-08-17,526.7862548662197,2,4,5402.568337962052
2025-08-18,596.8056761984484,2,6,5986.702753984781
2025-08-19,526.5818055883544,2,9,5495.37017343445
2025-08-20,574.1974150758066,0,7,5067.555480089313
2025-08-21,565.9274260143951,2,13,4842.651984902043
2025-08-22,531.3431650614101,3,13,5148.705002085437
2025-08-23,671.3947353304638,1,12,4817.523973848415
2025-08-24,596.1678304025947,6,9,5346.272056325812
2025-08-25,463.4890983763103,1,8,5041.63304861571
2025-08-26,574.3432918701586,3,8,4578.083984013561
2025-08-27,532.2056013157644,1,7,5954.0475169583715
2025-08-28,608.1909397164916,1,9,5079.010103168883
2025-08-29,526.2175844775419,3,6,4695.149704508229
2025-08-30,560.3811477483285,3,10,5246.460281864596
2025-08-31,591.641682193193,3,10,5366.147374204679
2025-09-01,609.9544263751727,1,11,4460.099970543816
2025-09-02,506.9261947363744,6,6,5500.528909008697
2025-09-03,550.4903017196124,0,10,4812.498033213166
2025-09-04,543.7424463761085,1,8,6192.962964266176
2025-09-05,535.0975987279674,4,13,5600.8005578216325
2025-09-06,656.3111207932044,0,9,5140.24204884109
2025-09-07,588.5618427496938,5,13,4968.979900849556
2025-09-08,505.5429079073904,2,11,5290.451674338901
2025-09-09,614.754551399378,1,7,5650.702641024842
2025-09-10,675.2436123197674,0,11,5332.931948053079
2025-09-11,621.0334139191897,0,10,5238.471350889733
2025-09-12,493.7160010164283,4,6,5377.607641979592
2025-09-13,545.747144093313,2,9,5047.86477306465
2025-09-14,633.5787536184532,2,3,5179.563017374091
2025-09-15,535.1240713006796,1,12,4309.641503455591
2025-09-16,592.9728644114266,0,7,5840.77258044676
2025-09-17,609.7879440980786,2,7,5504.68009729394
2025-09-18,524.9840662702042,1,9,4969.925027228827
2025-09-19,568.6286704685149,3,13,6307.3921820356445
2025-09-20,409.8159196906479,0,8,5402.9046736667015
2025-09-21,520.9342530498836,1,13,4842.696389595392
2025-09-22,559.7995759694367,1,7,5790.508628430702
2025-09-23,510.3131728633488,4,10,5562.535768062587
2025-09-24,654.5972455806696,3,14,5562.173394662548
2025-09-25,501.7439599085527,2,9,5153.377341707126
2025-09-26,551.5231528942318,2,13,5592.874748034422
2025-09-27,580.336754515882,2,10,5238.11948314734
2025-09-28,646.13773852738,2,16,5648.341096193291
2025-09-29,502.55531493759867,2,16,4419.2698854775335
2025-09-30,632.7809585268152,1,10,5156.177123105742
2025-10-01,575.4087723925431,0,10,6235.563145611916
2025-10-02,526.0960352116628,4,6,4992.323611120152
2025-10-03,598.5509898997204,0,19,5075.309932186192
2025-10-04,585.673149387727,3,12,5154.6201538202795
2025-10-05,545.9836691736103,1,9,4772.569497213429
2025-10-06,579.7589657035476,2,12,4277.203919156107
2025-10-07,557.2775300334553,2,8,5267.422850120909
2025-10-08,582.4934255616022,5,9,5452.017503536027
2025-10-09,610.1984404475887,1,13,5359.206999338356
2025-10-10,656.6670959513006,1,9,5314.391994746221
2025-10-11,515.7498286251871,5,5,5409.723453257841
2025-10-12,684.5666207218394,1,9,5900.995495720513
2025-10-13,480.58491043539755,1,11,5295.723409093005
2025-10-14,570.8743940822401,3,9,5105.276955626461
2025-10-15,608.1538575807446,0,10,5253.127243838535
2025-10-16,593.061939065764,1,10,5684.735108273449
2025-10-17,548.1517181104792,0,18,6102.446909779169
2025-10-18,569.1549300061417,0,15,5083.733343035438
2025-10-19,555.1853442135605,3,11,5448.643848246952
2025-10-20,550.6415015217881,3,13,5569.727417812973
2025-10-21,622.8641926425464,1,12,4905.631435593064
2025-10-22,598.5092105122442,2,10,5413.500764676418
2025-10-23,546.2873048734557,0,9,4671.826994511394
2025-10-24,626.1871268306475,0,15,4521.510513425225
2025-10-25,596.846457525312,4,14,5590.780611353536
2025-10-26,622.398935845926,1,25,5216.841778854498
2025-10-27,613.5116204226551,4,26,5511.291095442983
2025-10-28,1340.8547762028677,9,34,5402.57514524068
2025-10-29,1354.5698231616193,9,27,4924.69435152544
2025-10-30,1420.2179038501274,7,32,5391.6389669876535
2025-10-31,1413.646085288134,7,13,4799.087207574877
2025-11-01,1382.3568407407502,8,11,6112.495781195488
2025-11-02,1389.5426380268932,7,12,4740.396171877289
2025-11-03,1447.8338620733718,10,16,5321.860450935463
2025-11-04,1354.6463962646558,10,11,4899.989034508612
2025-11-05,1411.8541831874456,6,8,5707.707157325117
2025-11-06,1374.6640299297455,7,9,5258.152627116449
2025-11-07,574.1639508125759,1,6,5165.9066950590795
2025-11-08,640.261201995793,2,5,5853.212569507944
2025-11-09,626.8675252683315,4,5,5442.698834933426
2025-11-10,626.5465380414585,2,12,5687.677504175116
2025-11-11,651.4193450216396,4,6,4940.064055060883
2025-11-12,587.4699451680577,1,20,4729.690293468346
2025-11-13,620.7917500736645,3,16,5487.074488564648
2025-11-14,571.45511210174,2,3,5275.419071909699
2025-11-15,603.4511159783316,3,11,5749.43132799652
2025-11-16,581.0099940580218,3,8,5397.6315075507555
2025-11-17,592.6412934485385,1,11,5541.495145611829
2025-11-18,617.8236948932448,3,8,4628.637953136374
2025-11-19,547.4291578822222,1,8,6385.919430026607
2025-11-20,693.2339042506653,3,9,5360.951709815946
2025-11-21,538.5880198139038,4,7,5793.237929614043
2025-11-22,528.4538066719989,2,5,5027.770351447114
2025-11-23,647.3431294088855,3,8,5601.192879778081
2025-11-24,629.2950688545253,3,5,4797.137289019521
2025-11-25,621.1922734314829,3,13,5675.965332024211
2025-11-26,621.6779064645857,3,10,5273.316112813943
2025-11-27,589.9226407815227,1,8,5467.270149087126
2025-11-28,545.9466092720733,0,10,5803.033654296873
2025-11-29,594.8739041785478,4,11,4839.148225734167
2025-11-30,557.4999391157525,1,13,5114.544258150391
2025-12-01,640.3883597847421,2,6,5686.824006112655
2025-12-02,584.5538524612442,1,9,6508.644344955129
2025-12-03,550.9062101192221,5,12,5391.864182463498
2025-12-04,576.3861262986946,1,12,5757.845150868688
2025-12-05,613.3763395176221,2,11,5410.163099089965
2025-12-06,564.8178875861387,2,8,6436.143373509837
2025-12-07,552.1674438705124,1,9,4592.781484761543
2025-12-08,605.7371726459262,0,9,5515.074582691333
2025-12-09,606.0754890492633,0,12,4656.363785688105
2025-12-10,568.7543501477672,2,12,4217.22175931326
2025-12-11,570.8239420579041,2,12,5620.61031325301
2025-12-12,606.2527026291987,3,14,5542.999926880314
2025-12-13,522.5203371089473,3,10,5332.204302047967
2025-12-14,524.8257138874823,0,9,5422.8974680116735
2025-12-15,559.5510399661848,3,8,7026.515972179662
2025-12-16,585.0752418657108,1,14,5349.650428240799
2025-12-17,611.5673261536999,1,16,5735.171919994036
2025-12-18,670.0641071437739,3,13,5156.799071674542
2025-12-19,639.4536258788938,0,13,5630.469511114266
2025-12-20,588.848066643118,1,13,5365.108128178639
2025-12-21,596.1685311686515,2,8,5280.337466454064
2025-12-22,547.2672217543922,2,13,6396.417716031575
2025-12-23,596.7423816091597,1,14,6076.932673636065
2025-12-24,583.5094548852688,1,8,5558.085257855993
2025-12-25,614.3526632706768,0,11,4338.9777082968785
2025-12-26,557.1295364986527,1,12,5311.95080675506
2025-12-27,624.7327578108241,2,9,6845.340942696369
2025-12-28,675.6767261713908,1,13,5379.868069286456
2025-12-29,593.8761215209157,4,12,6048.179430745622
2025-12-30,619.6740634712022,1,11,6218.913587807577
2025-12-31,634.3700253743074,3,7,5608.796086871746
2026-01-01,580.0761506169565,1,6,5079.775055122165
2026-01-02,611.6161467242657,3,14,4284.40144727728
2026-01-03,601.3154910953311,0,12,5845.510959585684
2026-01-04,605.8440244061796,1,8,5097.423095981916
2026-01-05,562.5840787084612,2,7,5594.248065450019
2026-01-06,602.7344250366783,1,11,4882.634411823974
2026-01-07,626.6831793085001,2,10,5376.297553496038
2026-01-08,674.6147935584763,2,8,5527.1475932941485
2026-01-09,650.2955028954813,2,18,5645.956598478253
2026-01-10,710.2654328892953,4,15,4955.62045639238
2026-01-11,564.5132802918115,2,11,6112.858766561746
2026-01-12,646.7710386947444,3,4,5217.327641927568
2026-01-13,612.5964555681247,2,11,4679.912046179413
2026-01-14,713.1938503645873,1,15,5464.006808536787
2026-01-15,563.5631378584427,2,6,5537.077915144231
2026-01-16,562.266308439658,4,8,5601.556719329364
2026-01-17,574.5571166989923,2,13,6203.699946698506
2026-01-18,498.6063111781996,0,8,5405.7810686005205
2026-01-19,578.7876947321485,3,8,5465.567416896547
2026-01-20,567.3931611609983,0,12,4975.156780576869
2026-01-21,613.1438319849901,5,11,5938.397464749847
2026-01-22,622.9862898725343,2,12,5621.646987457433
2026-01-23,699.9813814669672,3,12,5320.850333883784
2026-01-24,653.968379837972,2,8,4579.898592910615
2026-01-25,577.8763535680458,5,15,6255.813779283373
2026-01-26,562.0751512062446,2,5,4921.139441640284
2026-01-27,631.8661917714844,2,12,5240.712161295943
2026-01-28,541.5329212676236,1,5,5716.89516363128
2026-01-29,699.39186833387,1,12,4940.815685897418
2026-01-30,667.0652844997132,6,7,4793.711503191673
2026-01-31,584.9088442809102,1,10,4479.864343080395
2026-02-01,522.985248854098,2,10,5903.708352996028
2026-02-02,676.6099424394092,0,10,5271.988496292533
2026-02-03,603.4636798910042,4,11,7009.588407004841
2026-02-04,671.3558361748047,2,7,5050.147570065223
2026-02-05,530.0179860589099,3,8,5087.9713332786805
2026-02-06,580.0449662734362,3,9,5267.372101962923
2026-02-07,610.5502508295306,3,11,5673.007656787351
2026-02-08,612.911443954355,2,8,5317.710401937934
2026-02-09,588.3334891146524,1,9,5860.349920444329
2026-02-10,642.253607728486,2,12,5066.261360561229
2026-02-11,558.004438064478,3,6,4866.131438436248
2026-02-12,604.5408337050396,3,6,4659.1916700759675
2026-02-13,617.9489379641958,3,12,4447.883697924406
2026-02-14,637.9304465040349,2,10,5302.008014267958
2026-02-15,648.0635971280385,3,11,5411.92410992136
2026-02-16,556.5250970541971,2,9,5248.067494488861
2026-02-17,536.325841531806,0,14,6186.860648936517
2026-02-18,677.1897395860091,4,5,6180.544597259486
2026-02-19,630.1959475125599,3,11,5400.49974084565
2026-02-20,576.4302685082491,2,5,4672.312420084402
2026-02-21,691.6865425346996,3,5,5287.29216476534
2026-02-22,620.1870238957129,2,10,5272.105763946819
2026-02-23,673.6424998067578,1,11,5244.820721878804
2026-02-24,618.3279130965685,4,12,5225.900493181193
2026-02-25,718.263733692659,3,8,5249.400239380395
2026-02-26,703.2677279932165,4,11,5384.232621406401
2026-02-27,603.3268268695991,1,9,5261.104622059986
2026-02-28,664.6279302637672,2,10,5684.408167893042
2026-03-01,648.5925286178033,1,12,5761.80301364516
2026-03-02,685.0296574376599,2,9,5127.667854213968
2026-03-03,568.6262549545339,1,12,6219.894802921212
2026-03-04,651.4493494059576,1,12,5095.702731109872
2026-03-05,670.3423491710116,5,13,4778.205317234992
2026-03-06,529.7584989298731,0,7,5778.86640193767
2026-03-07,558.8068960402367,2,9,5181.145041160457
2026-03-08,516.2825612080169,4,8,5751.866585858804
2026-03-09,605.0481767962906,2,6,4390.758292042327
2026-03-10,654.6699797308131,0,8,6290.192305446609
2026-03-11,694.1850679683131,5,9,5931.4827808377595
2026-03-12,623.046302806997,2,12,4846.46954434854
2026-03-13,701.0466894870694,4,11,4858.690999119381
2026-03-14,550.8851877202568,3,6,6435.58425520377
2026-03-15,534.9954870857403,1,11,5232.133093518511
2026-03-16,617.6615725311635,2,9,5185.102363013661
2026-03-17,639.9165783454564,5,6,4470.540482417814
2026-03-18,619.352916916283,1,7,5429.549168804161
2026-03-19,517.8898977414904,1,10,5492.450206299545
2026-03-20,617.0803491903414,1,14,5965.428304214647
2026-03-21,556.5872245632347,3,8,4909.514283850149
2026-03-22,655.5686754524759,2,10,4850.281843934565
2026-03-23,640.6893087383129,1,9,5837.278299555591
2026-03-24,575.6397555395993,0,6,6116.5337598933675
2026-03-25,597.214747411629,1,9,4828.964290833376
2026-03-26,570.2217656065127,0,13,6156.669251654672
2026-03-27,620.3228352597982,3,13,5636.054871360695
2026-03-28,671.4882545710153,2,10,6164.55836226709
2026-03-29,574.7191846516728,0,13,5584.917254083442
2026-03-30,649.4821611668386,1,6,4360.260218210758
2026-03-31,598.041302894821,3,19,5546.787227909195
2026-04-01,585.1848906228224,2,12,6154.2145705153325
2026-04-02,619.7513626607083,1,9,5178.641393750324
2026-04-03,573.6151129599641,3,12,5432.903660950938
2026-04-04,597.9691122360703,4,5,5540.1911357416575
2026-04-05,566.0320312964835,0,8,4179.8726896953885
2026-04-06,724.4365309942419,1,9,6466.67515946085
2026-04-07,628.2378003695055,1,9,5181.685273906008
2026-04-08,591.7626957937864,2,9,5886.612572203478
2026-04-09,637.7223151526233,2,9,5591.766030005457
2026-04-10,621.6812655538673,0,11,6265.297868371725
2026-04-11,616.5235364842442,2,13,5840.888143518568
2026-04-12,658.5546998855732,0,13,5521.769688656523
2026-04-13,665.9960988082637,4,13,5193.8460202698525
2026-04-14,601.8700043478686,1,10,6040.900659333044
2026-04-15,599.8784981186576,5,7,4706.62639877715
2026-04-16,615.191173715806,1,11,5967.6640030048875
2026-04-17,514.1220487591055,1,4,5096.568159201987
2026-04-18,553.7329023084537,0,13,6273.604108070227
2026-04-19,698.1105172131042,1,7,5729.483790535737
2026-04-20,712.2895379384386,2,4,5972.267645241927
2026-04-21,617.8636987080522,0,6,5692.571910341715
2026-04-22,659.4176972611559,3,7,4776.76069797134
2026-04-23,646.426705258041,4,3,5223.956405956651
2026-04-24,785.0825863761227,2,10,5991.887398572495
2026-04-25,687.3916399475862,5,9,5740.3923805592085
2026-04-26,625.2913632243155,2,6,6248.931166644606
2026-04-27,584.1845691908293,3,4,5861.445237622838
2026-04-28,551.9136236304685,1,11,5177.8287528654055
2026-04-29,642.6834698592048,2,14,5264.519371468901
2026-04-30,594.967099224125,0,18,5715.381877703319
2026-05-01,561.9462994309531,3,5,4508.272891554131
2026-05-02,601.004689121207,1,7,6503.38760947816
2026-05-03,579.5302815751102,3,11,5888.911776967929
2026-05-04,718.2391119319548,3,8,6282.927449416069
2026-05-05,678.2383664482956,1,6,4880.47992259953
2026-05-06,634.0320949574888,3,6,6294.436215294226
2026-05-07,708.7022823903175,0,7,6789.274832742955
2026-05-08,638.8478392506937,1,17,5014.457941652905
2026-05-09,592.1895622243961,0,9,6061.96975890593
2026-05-10,711.6843245767889,2,4,5678.195575910177
2026-05-11,662.7479713200355,1,12,4906.795421554891
2026-05-12,584.2145098419762,4,9,5926.8260737174305
2026-05-13,626.8342320766152,3,9,6098.557432322653
2026-05-14,592.8446017340543,1,8,5382.5642956820375
2026-05-15,567.759876277572,1,11,6267.457574256556
2026-05-16,533.4830886248674,3,8,4852.489352846827
2026-05-17,582.9193916942884,0,7,4939.864725129087
2026-05-18,417.79452940232136,0,12,5756.913238260769
2026-05-19,516.1457183503036,0,4,5702.678921565011
2026-05-20,455.7394764821803,2,8,5333.071280479306
2026-05-21,464.18968417253336,0,7,6097.5269847897835
2026-05-22,459.20060557132126,1,7,5959.548666024299
2026-05-23,445.8951117217705,4,8,6124.542786495815
2026-05-24,491.79508002549926,0,9,5635.276775465156
2026-05-25,448.0958412302026,1,14,5999.506869242943
2026-05-26,503.4405367622429,4,12,5476.763325851258
2026-05-27,487.6801384232907,0,9,6727.869564522036
2026-05-28,478.51898997492367,3,9,5296.059076530228
2026-05-29,445.36255763866086,3,12,6756.352418432859
2026-05-30,462.1765226348207,0,6,5722.51941936089
2026-05-31,529.0589988770216,1,7,5018.691743144298
